match_id,summoner_name,role,champion,game_length_mins,kda,dmg_to_champions_per_min,team_damage_share,team_gold_share,gold_diff_15,exp_diff_15,kill_participation,objective_damage_per_min,team_objective_damage_share,vision_score_per_min,team_vision_score_share,gold_diff_per_min,exp_diff_per_min,damage_taken_per_min,damage_taken_share,healing_shielding_allies_per_min,win_loss
NA1_5327830960,,4,Jhin,30.2,3.8,566.0,16.8,18.6,-472,-128,48.717948717948715,868.0,20.1,0.63,14.5,32.1,83.0,695.1,17.3,0.0,1
NA1_5327830960,,5,Leona,30.2,4.25,346.0,10.3,14.1,-556,-546,43.58974358974359,137.8,3.2,1.75,40.5,-21.0,17.8,595.7,14.8,36.7,1
NA1_5327709865,,1,Nasus,25.8,0.75,654.6,31.2,23.2,443,453,33.33333333333333,127.6,9.6,0.39,12.2,-10.3,-63.6,1383.6,29.8,0.0,0
NA1_5327709865,,2,DrMundo,25.8,0.5,491.0,23.4,20.2,-149,501,22.22222222222222,996.2,74.6,0.62,19.5,-48.6,-89.2,1621.1,35.0,0.0,0
NA1_5327709865,,3,Kaisa,25.8,1.5,536.5,25.5,24.3,438,18,66.66666666666666,132.5,9.9,0.5,15.9,-89.0,-181.1,447.7,9.7,0.0,0
NA1_5327709865,,4,Xayah,25.8,0.5,333.9,15.9,19.2,-2686,-1362,33.33333333333333,68.1,5.1,0.31,9.8,-172.2,-163.8,578.7,12.5,0.0,0
NA1_5327709865,,5,Lulu,25.8,0.43,85.0,4.0,13.1,-1470,-224,33.33333333333333,10.6,0.8,1.36,42.7,-117.5,-96.5,605.7,13.1,196.3,0
NA1_5327709865,,1,Vladimir,25.8,2.67,990.0,28.4,18.8,-443,-453,32.0,297.6,8.9,0.66,12.8,10.3,63.6,820.7,21.6,0.0,1
NA1_5327709865,,2,Trundle,25.8,9.0,288.7,8.3,18.3,149,-501,36.0,920.3,27.6,0.74,14.3,48.6,89.2,1275.8,33.6,0.0,1
NA1_5327709865,,3,Yasuo,25.8,4.5,583.1,16.7,23.5,-438,-18,36.0,1333.7,40.0,0.47,9.0,89.0,181.1,568.0,14.9,0.0,1
NA1_5327709865,,4,Ashe,25.8,18.0,942.9,27.0,23.5,2686,1362,72.0,663.8,19.9,1.05,20.3,172.2,163.8,646.9,17.0,0.0,1
NA1_5327709865,,5,Seraphine,25.8,5.67,682.6,19.6,16.0,1470,224,68.0,116.3,3.5,2.25,43.6,117.5,96.5,488.9,12.9,132.1,1
NA1_5327100488,,1,Mordekaiser,30.2,1.25,610.1,19.4,18.2,-2225,-1352,17.24137931034483,324.7,9.3,0.66,11.2,-31.5,90.2,803.9,20.2,0.0,1
NA1_5327100488,,2,DrMundo,30.2,17.0,547.0,17.4,25.3,76,664,58.620689655172406,1755.5,50.5,0.79,13.5,147.4,99.0,1416.6,35.6,0.0,1
NA1_5327100488,,3,Orianna,30.2,4.0,711.7,22.7,17.8,229,-270,55.172413793103445,140.2,4.0,1.12,19.1,12.3,58.5,634.4,15.9,39.4,1
NA1_5327100488,,4,Yunara,30.2,23.0,935.0,29.8,24.8,836,1244,79.3103448275862,909.3,26.2,0.69,11.8,100.3,143.6,475.0,11.9,0.0,1
NA1_5327100488,,5,Thresh,30.2,3.2,333.6,10.6,13.9,386,36,55.172413793103445,343.4,9.9,2.61,44.4,62.5,84.5,651.0,16.4,77.0,1
NA1_5327100488,,1,Garen,30.2,0.57,716.9,28.5,23.0,2225,1352,26.666666666666668,326.2,37.3,0.66,14.1,31.5,-90.2,1179.2,29.3,0.0,0
NA1_5327100488,,2,Rengar,30.2,1.5,377.6,15.0,21.1,-76,-664,40.0,292.3,33.4,0.79,16.9,-147.4,-99.0,991.6,24.7,0.0,0
NA1_5327100488,,3,Aurora,30.2,3.0,408.1,16.2,20.1,-229,270,20.0,117.6,13.5,0.6,12.7,-12.3,-58.5,427.1,10.6,0.0,0
NA1_5327100488,,4,Xayah,30.2,1.83,635.0,25.3,23.2,-836,-1244,73.33333333333333,129.4,14.8,0.43,9.2,-100.3,-143.6,677.7,16.8,0.0,0
NA1_5327100488,,5,Pantheon,30.2,0.45,377.1,15.0,12.6,-386,-36,33.33333333333333,8.7,1.0,2.21,47.2,-62.5,-84.5,746.7,18.6,0.0,0
NA1_5327092937,,1,Nasus,41.2,1.86,811.8,18.5,21.4,-1921,-835,29.545454545454547,418.3,12.7,0.51,12.7,-105.2,-53.2,1402.5,28.8,0.0,1
NA1_5327092937,,2,Nocturne,41.2,3.2,378.9,8.7,19.0,-2965,-2380,36.36363636363637,977.3,29.7,0.36,9.0,-169.6,-54.5,1168.0,23.9,0.0,1
NA1_5327092937,,3,Lux,41.2,6.25,1015.3,23.2,22.3,1644,1575,56.81818181818182,391.3,11.9,0.41,10.2,47.7,78.5,535.4,11.0,180.6,1
NA1_5327092937,,4,Lucian,41.2,4.67,1445.9,33.0,21.3,3074,2258,63.63636363636363,1190.9,36.2,0.56,13.9,89.5,51.5,810.1,16.6,0.0,1
NA1_5327092937,,5,Thresh,41.2,4.14,725.3,16.6,16.0,1230,767,65.9090909090909,314.3,9.5,2.18,54.2,43.3,1.1,961.2,19.7,101.9,1
NA1_5327092937,,1,Sion,41.2,2.62,1344.7,37.5,25.7,1921,835,72.41379310344827,369.6,20.3,0.73,14.0,105.2,53.2,2204.6,40.7,0.0,0
NA1_5327092937,,2,MasterYi,41.2,4.8,934.9,26.1,26.7,2965,2380,82.75862068965517,739.2,40.6,0.8,15.3,169.6,54.5,1045.4,19.3,0.0,0
NA1_5327092937,,3,Syndra,41.2,2.11,819.5,22.9,18.8,-1644,-1575,65.51724137931035,200.0,11.0,0.95,18.1,-47.7,-78.5,750.7,13.9,0.0,0
NA1_5327092937,,4,Jinx,41.2,0.85,269.7,7.5,15.8,-3074,-2258,37.93103448275862,377.5,20.7,0.36,7.0,-89.5,-51.5,757.7,14.0,0.0,0
NA1_5327092937,,5,Lulu,41.2,1.89,216.1,6.0,13.0,-1230,-767,58.620689655172406,134.5,7.4,2.38,45.6,-43.3,-1.1,653.8,12.1,103.0,0
NA1_5327084381,,1,Teemo,29.6,0.88,860.5,28.0,18.2,1848,775,26.923076923076923,191.2,5.7,0.44,11.7,-3.1,-64.4,938.1,30.8,0.0,1
NA1_5327084381,,2,Volibear,29.6,7.0,167.0,5.4,18.4,860,2058,26.923076923076923,1676.0,49.6,0.47,12.6,91.3,136.5,853.4,28.1,0.0,1
NA1_5327084381,,3,Yone,29.6,15.0,1242.4,40.4,27.9,503,1083,57.692307692307686,746.2,22.1,0.71,18.9,168.5,128.7,618.3,20.3,0.0,1
NA1_5327084381,,4,MissFortune,29.6,10.0,402.5,13.1,19.7,1886,134,38.46153846153847,582.8,17.2,0.61,16.2,78.3,30.0,310.8,10.2,0.0,1
NA1_5327084381,,5,Morgana,29.6,14.0,402.2,13.1,15.7,1057,972,53.84615384615385,185.6,5.5,1.52,40.5,91.1,97.9,321.4,10.6,89.2,1
NA1_5327084381,,1,Mordekaiser,29.6,1.2,532.1,27.7,23.6,-1848,-775,60.0,180.6,13.7,0.51,12.8,3.1,64.4,947.1,22.9,0.0,0
NA1_5327084381,,2,Lillia,29.6,0.33,302.9,15.8,17.6,-860,-2058,20.0,566.6,43.0,0.57,14.5,-91.3,-136.5,1400.6,33.8,0.0,0
NA1_5327084381,,3,Naafiri,29.6,0.75,666.6,34.7,24.7,-503,-1083,60.0,234.0,17.8,0.57,14.5,-168.5,-128.7,883.3,21.3,0.0,0
NA1_5327084381,,4,Jhin,29.6,0.5,262.7,13.7,20.1,-1886,-134,20.0,229.2,17.4,0.41,10.3,-78.3,-30.0,470.9,11.4,0.0,0
NA1_5327084381,,5,Nami,29.6,0.67,158.6,8.2,14.1,-1057,-972,20.0,107.7,8.2,1.89,47.9,-91.1,-97.9,440.1,10.6,174.7,0
NA1_5325845603,,1,Nasus,33.5,1.2,424.1,11.9,16.4,-807,-937,33.33333333333333,288.2,11.7,0.48,16.5,-103.6,-52.5,1365.1,26.9,0.0,0
NA1_5325845603,,2,Diana,33.5,2.0,928.2,26.0,23.0,426,-683,61.111111111111114,1378.9,56.0,0.36,12.4,86.4,-19.3,1101.3,21.7,0.0,0
NA1_5325845603,,3,TwistedFate,33.5,2.62,1021.4,28.6,24.8,1138,-36,58.333333333333336,284.9,11.6,0.09,3.1,38.7,-70.0,849.0,16.7,0.0,0
NA1_5325845603,,4,Tristana,33.5,2.44,788.7,22.1,22.5,142,-298,61.111111111111114,477.6,19.4,0.54,18.6,-52.3,-49.1,831.8,16.4,0.0,0
NA1_5325845603,,5,Blitzcrank,33.5,2.5,405.4,11.4,13.3,157,-31,55.55555555555556,32.4,1.3,1.43,49.5,-79.6,22.6,926.9,18.3,41.4,0
NA1_5325845603,,1,Teemo,33.5,4.17,1450.4,32.6,20.4,807,937,54.347826086956516,157.8,8.4,0.42,11.3,103.6,52.5,840.4,16.9,0.0,1
NA1_5325845603,,2,Trundle,33.5,3.0,490.2,11.0,17.8,-426,683,45.65217391304348,925.2,49.4,0.39,10.5,-86.4,19.3,1782.3,35.9,0.0,1
NA1_5325845603,,3,Zed,33.5,2.0,449.2,10.1,21.7,-1138,36,30.434782608695656,229.5,12.3,0.81,21.8,-38.7,70.0,841.8,17.0,0.0,1
NA1_5325845603,,4,Jhin,33.5,3.86,1193.1,26.8,23.8,-142,298,58.69565217391305,460.3,24.6,0.45,12.1,52.3,49.1,624.0,12.6,0.0,1
NA1_5325845603,,5,Gragas,33.5,3.11,870.9,19.6,16.3,-157,31,60.86956521739131,99.9,5.3,1.64,44.4,79.6,-22.6,870.4,17.6,0.0,1
NA1_5325836382,,1,Kayle,35.1,0.6,478.4,15.9,22.7,-435,-1003,23.076923076923077,127.3,10.2,0.71,15.2,-43.5,-93.2,798.5,14.6,28.4,0
NA1_5325836382,,2,Shyvana,35.1,0.89,906.9,30.1,20.8,-689,-71,61.53846153846154,855.8,68.8,0.71,15.2,-11.0,-0.7,1755.9,32.2,0.0,0
NA1_5325836382,,3,Naafiri,35.1,0.5,427.0,14.2,19.4,-1135,-1853,38.46153846153847,68.9,5.5,0.63,13.3,-123.9,-193.6,856.0,15.7,0.0,0
NA1_5325836382,,4,Brand,35.1,0.7,878.3,29.1,23.4,-859,-1203,53.84615384615385,160.9,12.9,0.46,9.7,-91.3,-143.0,916.7,16.8,0.0,0
NA1_5325836382,,5,Renata,35.1,1.12,324.7,10.8,13.7,-1301,-600,69.23076923076923,30.4,2.4,2.19,46.7,-123.8,-100.0,1127.3,20.7,26.5,0
NA1_5325836382,,1,Malphite,35.1,16.0,727.2,17.0,20.5,435,1003,38.095238095238095,247.9,9.2,1.05,17.2,43.5,93.2,623.8,16.5,0.0,1
NA1_5325836382,,2,JarvanIV,35.1,7.33,542.7,12.7,17.4,689,71,52.38095238095239,787.0,29.2,0.68,11.2,11.0,0.7,1106.3,29.2,0.0,1
NA1_5325836382,,3,Akali,35.1,8.5,938.1,21.9,21.7,1135,1853,40.476190476190474,381.5,14.2,0.43,7.0,123.9,193.6,721.3,19.0,0.0,1
NA1_5325836382,,4,MissFortune,35.1,4.4,1086.4,25.4,23.4,859,1203,52.38095238095239,886.1,32.9,0.74,12.1,91.3,143.0,708.6,18.7,0.0,1
NA1_5325836382,,5,Leblanc,35.1,14.0,982.9,23.0,17.1,1301,600,66.66666666666666,392.7,14.6,3.22,52.6,123.8,100.0,627.9,16.6,0.0,1
NA1_5325190139,,1,Heimerdinger,35.5,1.2,929.7,21.6,16.8,856,351,26.666666666666668,258.2,8.0,0.34,7.9,-99.7,-74.8,933.6,17.9,0.0,1
NA1_5325190139,,2,Ekko,35.5,2.62,845.0,19.6,23.5,44,866,46.666666666666664,2092.9,64.6,0.73,17.1,104.6,56.5,1329.7,25.6,0.0,1
NA1_5325190139,,3,Yone,35.5,2.71,1155.2,26.8,23.1,480,-122,42.22222222222222,295.4,9.1,0.65,15.1,133.5,80.0,1149.5,22.1,0.0,1
NA1_5325190139,,4,Tristana,35.5,1.82,815.3,18.9,19.5,-411,1136,44.44444444444444,378.2,11.7,0.59,13.8,-193.0,-88.8,864.7,16.6,0.0,1
NA1_5325190139,,5,Pyke,35.5,2.0,567.4,13.2,17.0,-183,-847,44.44444444444444,213.1,6.6,1.97,46.1,44.2,-63.4,925.0,17.8,0.0,1
NA1_5325190139,,1,Akshan,35.5,2.29,659.6,16.7,21.2,-856,-351,34.78260869565217,323.3,16.5,0.39,11.1,99.7,74.8,834.2,16.0,0.0,0
NA1_5325190139,,2,JarvanIV,35.5,3.2,879.0,22.2,18.7,-44,-866,69.56521739130434,709.3,36.2,0.68,19.0,-104.6,-56.5,1181.9,22.7,0.0,0
NA1_5325190139,,3,Galio,35.5,2.33,611.4,15.4,17.0,-480,122,45.65217391304348,100.4,5.1,0.42,11.9,-133.5,-80.0,1570.8,30.2,36.9,0
NA1_5325190139,,4,MissFortune,35.5,3.0,1388.2,35.1,28.1,411,-1136,71.73913043478261,766.0,39.0,0.76,21.4,193.0,88.8,834.3,16.0,0.0,0
NA1_5325190139,,5,Senna,35.5,3.12,421.8,10.7,14.9,183,847,54.347826086956516,63.0,3.2,1.29,36.5,-44.2,63.4,778.4,15.0,186.2,0
NA1_5325185218,,1,Riven,26.2,11.0,442.5,11.4,20.4,61,1180,23.91304347826087,218.3,7.0,0.11,4.2,108.2,141.0,693.6,14.2,0.0,1
NA1_5325185218,,2,MasterYi,26.2,2.14,542.5,14.0,18.9,239,877,32.608695652173914,2182.6,69.6,0.61,22.2,73.2,112.2,1405.9,28.9,0.0,1
NA1_5325185218,,3,Kassadin,26.2,2.4,803.3,20.7,18.6,-942,191,26.08695652173913,264.7,8.4,0.38,13.9,-82.6,46.1,903.9,18.6,0.0,1
NA1_5325185218,,4,Senna,26.2,11.0,1435.2,37.0,25.9,2845,1817,71.73913043478261,264.9,8.4,0.19,6.9,302.1,235.8,742.0,15.2,289.0,1
NA1_5325185218,,5,TahmKench,26.2,8.33,652.8,16.8,16.3,1406,1187,54.347826086956516,205.2,6.5,1.45,52.8,96.2,174.4,1126.1,23.1,52.2,1
NA1_5325185218,,1,Malphite,26.2,1.33,575.1,18.6,20.0,-61,-1180,42.10526315789473,34.9,18.0,0.34,11.2,-108.2,-141.0,1003.1,21.4,0.0,0
NA1_5325185218,,2,Amumu,26.2,2.0,422.6,13.7,20.1,-239,-877,52.63157894736842,0.0,0.0,0.65,21.2,-73.2,-112.2,982.5,21.0,7.2,0
NA1_5325185218,,3,Ezreal,26.2,1.44,1211.7,39.3,29.1,942,-191,68.42105263157895,102.7,53.0,0.23,7.5,82.6,-46.1,1039.2,22.2,0.0,0
NA1_5325185218,,4,Ashe,26.2,0.54,425.0,13.8,15.5,-2845,-1817,36.84210526315789,24.4,12.6,0.38,12.5,-302.1,-235.8,848.2,18.1,0.0,0
NA1_5325185218,,5,Pantheon,26.2,0.38,451.9,14.6,15.3,-1406,-1187,26.31578947368421,31.9,16.5,1.45,47.5,-96.2,-174.4,808.0,17.3,0.0,0
NA1_5325009703,,1,Nasus,30.6,1.5,741.5,27.0,24.1,1466,1559,39.130434782608695,337.0,12.0,0.23,5.1,124.5,83.7,2007.0,37.6,0.0,0
NA1_5325009703,,2,Taliyah,30.6,1.62,468.0,17.0,22.2,-279,-371,56.52173913043478,1534.7,54.6,0.85,19.1,-62.3,-98.9,1028.2,19.3,0.0,0
NA1_5325009703,,3,Galio,30.6,5.0,659.5,24.0,18.2,526,-328,43.47826086956522,252.4,9.0,0.52,11.8,-119.6,-133.6,979.3,18.4,20.3,0
NA1_5325009703,,4,Tristana,30.6,3.33,507.0,18.4,21.5,-913,531,43.47826086956522,514.4,18.3,0.49,11.0,-83.1,-26.1,524.2,9.8,0.0,0
NA1_5325009703,,5,Nautilus,30.6,1.33,374.9,13.6,14.0,-729,-685,52.17391304347826,172.6,6.1,2.36,52.9,-72.4,-87.2,795.7,14.9,61.4,0
NA1_5325009703,,1,Heimerdinger,30.6,1.5,1163.6,30.1,15.5,-1466,-1559,32.142857142857146,124.5,5.9,0.29,7.1,-124.5,-83.7,589.0,15.9,0.0,1
NA1_5325009703,,2,MonkeyKing,30.6,7.0,823.5,21.3,22.9,279,371,75.0,906.1,43.0,1.21,29.1,62.3,98.9,1173.6,31.7,0.0,1
NA1_5325009703,,3,Vladimir,30.6,12.0,535.5,13.8,22.2,-526,328,42.857142857142854,417.5,19.8,0.49,11.8,119.6,133.6,743.7,20.1,0.0,1
NA1_5325009703,,4,Zeri,30.6,2.11,834.2,21.5,23.3,913,-531,67.85714285714286,425.8,20.2,0.62,15.0,83.1,26.1,682.8,18.5,0.0,1
NA1_5325009703,,5,Morgana,30.6,3.2,514.6,13.3,16.1,729,685,57.14285714285714,232.9,11.1,1.54,37.0,72.4,87.2,509.9,13.8,79.5,1
NA1_5324922444,,1,Udyr,36.9,1.6,1168.3,35.8,22.3,-1322,-1489,50.0,510.9,31.7,0.41,10.9,49.6,-47.9,1284.9,23.8,0.0,0
NA1_5324922444,,2,Shaco,36.9,1.25,621.3,19.0,21.9,-1540,-1011,46.875,389.3,24.2,0.79,21.0,-29.4,-10.4,1147.9,21.3,0.0,0
NA1_5324922444,,3,Syndra,36.9,1.1,465.9,14.3,17.5,-1479,-1217,34.375,39.5,2.5,0.6,15.9,-91.3,-61.0,842.5,15.6,0.0,0
NA1_5324922444,,4,Jinx,36.9,1.22,397.3,12.2,18.4,-294,-592,34.375,512.3,31.8,0.49,13.0,-34.4,-48.5,688.5,12.8,0.0,0
NA1_5324922444,,5,TahmKench,36.9,4.5,614.6,18.8,19.8,-99,1179,56.25,158.5,9.8,1.46,39.1,94.6,63.8,1424.9,26.4,50.1,0
NA1_5324922444,,1,Malphite,36.9,3.67,1064.4,23.6,19.7,1322,1489,48.888888888888886,142.8,4.5,0.6,13.0,-49.6,47.9,1083.4,23.4,0.0,1
NA1_5324922444,,2,Briar,36.9,4.0,1009.8,22.4,23.3,1540,1011,53.333333333333336,1423.6,45.0,0.54,11.8,29.4,10.4,1554.7,33.6,0.0,1
NA1_5324922444,,3,Zed,36.9,2.86,980.5,21.7,22.0,1479,1217,44.44444444444444,569.3,18.0,0.76,16.6,91.3,61.0,746.4,16.1,0.0,1
NA1_5324922444,,4,Tristana,36.9,1.88,753.7,16.7,20.1,294,592,33.33333333333333,851.3,26.9,0.54,11.8,34.4,48.5,686.5,14.8,0.0,1
NA1_5324922444,,5,Morgana,36.9,3.8,707.1,15.7,14.9,99,-1179,42.22222222222222,175.3,5.5,2.14,46.7,-94.6,-63.8,559.1,12.1,65.4,1
NA1_5324866744,,1,Garen,29.9,1.75,1051.9,27.4,20.9,232,535,50.0,430.2,27.5,0.67,15.3,-57.4,-72.8,1304.0,29.4,0.0,0
NA1_5324866744,,2,Sejuani,29.9,1.89,632.8,16.5,17.8,-1117,-1634,60.71428571428571,611.2,39.1,0.7,16.0,-92.1,-151.3,1367.7,30.9,0.0,0
NA1_5324866744,,3,Ahri,29.9,2.2,914.9,23.8,20.8,-761,-612,39.285714285714285,143.1,9.2,0.47,10.7,-58.1,-88.9,652.3,14.7,0.0,0
NA1_5324866744,,4,MissFortune,29.9,2.33,713.8,18.6,26.1,1597,637,50.0,299.8,19.2,0.64,14.5,29.2,-91.3,571.9,12.9,0.0,0
NA1_5324866744,,5,Nautilus,29.9,4.0,526.3,13.7,14.5,77,680,57.14285714285714,78.5,5.0,1.91,43.5,-15.6,33.8,532.8,12.0,27.4,0
NA1_5324866744,,1,Camille,29.9,2.29,813.6,22.8,21.7,-232,-535,50.0,885.0,33.1,0.47,12.8,57.4,72.8,1257.0,23.3,0.0,1
NA1_5324866744,,2,Zac,29.9,4.75,680.7,19.0,20.7,1117,1634,59.375,588.4,22.0,0.4,11.0,92.1,151.3,1546.9,28.7,0.0,1
NA1_5324866744,,3,Ekko,29.9,5.67,877.0,24.5,21.7,761,612,53.125,321.5,12.0,0.64,17.4,58.1,88.9,953.9,17.7,0.0,1
NA1_5324866744,,4,Vayne,29.9,2.5,865.2,24.2,22.0,-1597,-637,46.875,597.2,22.4,0.23,6.4,-29.2,91.3,696.2,12.9,0.0,1
NA1_5324866744,,5,Shen,29.9,1.5,337.3,9.4,13.9,-77,-680,37.5,277.8,10.4,1.91,52.3,15.6,-33.8,940.8,17.4,61.6,1
NA1_5324550826,,1,Teemo,31.4,3.33,610.7,16.5,17.4,-913,-671,30.303030303030305,702.7,18.6,0.89,15.1,58.9,86.2,739.8,16.0,0.0,1
NA1_5324550826,,2,Amumu,31.4,3.4,525.1,14.2,18.2,-1063,-679,51.515151515151516,1676.7,44.5,1.18,20.0,27.8,79.6,1133.5,24.5,7.5,1
NA1_5324550826,,3,Vladimir,31.4,18.0,1348.2,36.5,26.3,1477,1580,54.54545454545454,569.3,15.1,0.67,11.4,148.1,123.4,1301.2,28.1,0.0,1
NA1_5324550826,,4,MissFortune,31.4,2.75,621.0,16.8,20.2,-1096,904,33.33333333333333,635.1,16.8,0.41,7.0,4.6,128.1,586.2,12.6,0.0,1
NA1_5324550826,,5,Zilean,31.4,2.57,591.1,16.0,17.9,408,-695,54.54545454545454,188.1,5.0,2.74,46.5,68.7,83.5,874.9,18.9,56.1,1
NA1_5324550826,,1,Karma,31.4,1.17,803.8,22.5,17.1,913,671,36.84210526315789,42.1,7.1,0.73,16.5,-58.9,-86.2,1043.3,22.5,90.5,0
NA1_5324550826,,2,Skarner,31.4,1.43,509.0,14.3,19.9,1063,679,52.63157894736842,160.4,26.9,0.77,17.3,-27.8,-79.6,1397.9,30.2,0.0,0
NA1_5324550826,,3,Brand,31.4,1.0,786.5,22.1,22.3,-1477,-1580,31.57894736842105,103.3,17.3,0.96,21.6,-148.1,-123.4,777.4,16.8,0.0,0
NA1_5324550826,,4,Tristana,31.4,1.0,471.9,13.2,23.6,1096,-904,47.368421052631575,279.2,46.8,0.89,20.1,-4.6,-128.1,719.1,15.5,0.0,0
NA1_5324550826,,5,Shaco,31.4,2.2,995.4,27.9,17.1,-408,695,57.89473684210527,10.9,1.8,1.08,24.5,-68.7,-83.5,696.5,15.0,0.0,0
NA1_5324524045,,1,DrMundo,30.9,2.75,713.5,22.1,20.2,-221,1098,44.0,443.3,14.0,0.58,11.5,22.0,75.5,1764.6,41.6,0.0,1
NA1_5324524045,,2,Kayn,30.9,4.75,669.7,20.8,23.2,115,98,76.0,1335.7,42.2,0.71,14.1,49.9,56.6,1100.2,26.0,0.0,1
NA1_5324524045,,3,Lux,30.9,5.33,784.6,24.3,19.4,545,1060,64.0,304.2,9.6,0.55,10.9,24.2,43.7,443.4,10.5,80.8,1
NA1_5324524045,,4,Jinx,30.9,7.0,511.7,15.9,22.2,859,294,56.00000000000001,881.6,27.8,0.74,14.7,98.4,48.7,383.4,9.0,0.0,1
NA1_5324524045,,5,Karma,30.9,16.0,545.2,16.9,15.0,96,-61,64.0,201.2,6.4,2.46,48.7,15.4,79.5,547.6,12.9,129.7,1
NA1_5324524045,,1,Tryndamere,30.9,0.62,786.4,24.9,21.3,221,-1098,35.714285714285715,203.3,14.8,0.78,19.8,-22.0,-75.5,1203.0,28.0,0.0,0
NA1_5324524045,,2,MasterYi,30.9,3.0,436.1,13.8,23.2,-115,-98,42.857142857142854,684.6,49.8,0.81,20.7,-49.9,-56.6,836.9,19.5,0.0,0
NA1_5324524045,,3,Orianna,30.9,1.8,625.8,19.8,20.4,-545,-1060,64.28571428571429,337.0,24.5,0.36,9.1,-24.2,-43.7,677.6,15.8,23.6,0
NA1_5324524045,,4,Aphelios,30.9,0.86,772.0,24.5,19.2,-859,-294,42.857142857142854,79.6,5.8,0.16,4.1,-98.4,-48.7,779.2,18.2,0.0,0
NA1_5324524045,,5,Bard,30.9,2.33,533.9,16.9,15.9,-96,61,50.0,69.0,5.0,1.81,46.3,-15.4,-79.5,794.0,18.5,25.6,0
NA1_5324311743,,1,Irelia,33.2,0.62,498.8,17.4,18.9,1575,1707,19.230769230769234,25.8,2.6,0.57,12.0,-73.3,-111.1,1008.0,22.3,0.0,0
NA1_5324311743,,2,Pantheon,33.2,2.0,474.2,16.6,19.8,-718,-757,53.84615384615385,659.7,66.5,1.08,22.8,-89.9,-143.1,1288.3,28.5,0.0,0
