kda,dmg_to_champions,gold_diff_15,exp_diff_15,kill_participation,objective_damage,vision_score,gold_diff_end,exp_diff_end,role,win_loss
2.29,12481,-1192,-311,48.5,15640,31,-202,131,5,1
0.2,9165,-2228,-2222,9.1,7359,11,-5938,-3961,1,0
2.33,12618,-588,467,63.6,29019,27,-951,1146,2,0
1.86,20861,339,-482,59.1,9540,9,345,98,3,0
3,15822,384,151,68.2,4141,14,-310,-458,4,0
3,16511,1192,311,68.2,4399,48,202,-131,5,0
2.67,34159,593,798,41,14973,13,1011,268,1,0
2.43,17786,206,1055,43.6,26171,22,-641,-3582,2,0
3.71,42419,2642,2726,66.7,2115,22,-379,-2697,3,0
1.3,28661,-632,806,33.3,3171,15,-4778,-2747,4,0
2.56,18877,614,-248,59,1044,63,-2791,-4713,5,0
4.4,23731,-593,-798,56.4,18531,14,-1011,-268,1,1
1.67,23237,-206,-1055,38.5,24664,13,641,3582,2,1
1.82,28191,-2642,-2726,51.3,11767,29,379,2697,3,1
3.43,33139,632,-806,61.5,29975,18,4778,2747,4,1
3.86,26120,-614,248,69.2,6999,70,2791,4713,5,1
2.33,29241,143,136,22.6,21525,15,3271,720,1,0
1.12,15274,-3147,-1606,29,31732,20,-6559,-5193,2,0
2,16468,-1258,-1529,32.3,5341,16,471,846,3,0
1.73,25688,171,669,61.3,15801,18,527,-623,4,0
1.89,17412,-1233,-1201,54.8,5074,87,-2250,-3735,5,0
9,36839,-143,-136,25,16256,12,-3271,-720,1,1
3.86,59159,3147,1606,75,50103,37,6559,5193,2,1
1.43,27236,1258,1529,27.8,6506,20,-471,-846,3,1
1.15,28879,-171,-669,41.7,5214,19,-527,623,4,1
7.33,33912,1233,1201,61.1,10688,51,2250,3735,5,1
10,13080,3305,2839,50,7217,10,3955,3304,1,1
4,5875,397,403,40,6139,9,668,482,2,1
7,6760,993,1069,35,3671,11,734,1244,3,1
3,8041,61,-304,15,3034,8,782,343,4,1
2,6847,794,306,30,532,27,950,434,5,1
0.14,3611,-3305,-2839,12.5,1784,8,-3955,-3304,1,0
2,4911,-397,-403,50,7724,11,-668,-482,2,0
1,8836,-993,-1069,50,3730,3,-734,-1244,3,0
2,7865,-61,304,50,524,9,-782,-343,4,0
1.2,4387,-794,-306,75,30,17,-950,-434,5,0
1.25,8540,918,1409,33.3,6332,14,-1349,-3449,1,0
3.5,7840,-73,652,46.7,13267,34,-1743,-1083,2,0
0.7,21544,330,231,46.7,4088,14,-1049,-3863,3,0
1,15509,-1918,-847,40,3274,14,-3351,-3554,4,0
1.25,5377,48,-579,66.7,701,66,-939,-2227,5,0
1.67,13698,-918,-1409,16.7,8352,12,1349,3449,1,1
6.33,21695,73,-652,63.3,58859,44,1743,1083,2,1
7,21502,-330,-231,70,4532,17,1049,3863,3,1
6.33,30182,1918,847,63.3,20717,10,3351,3554,4,1
6,7937,-48,579,60,3400,41,939,2227,5,1
9,32537,2694,1729,75,5413,12,5891,3872,1,1
14,7258,-39,-221,58.3,7566,20,881,1024,2,1
2,10152,644,991,16.7,7237,18,976,1823,3,1
2,14041,-1822,-351,41.7,5446,10,-1766,340,4,1
2.5,5686,-1413,-572,41.7,2405,18,98,1384,5,1
0.6,8353,-2694,-1729,21.4,4390,7,-5891,-3872,1,0
2,9409,39,221,71.4,16887,12,-881,-1024,2,0
1.67,6154,-644,-991,35.7,163,10,-976,-1823,3,0
1.83,11957,1822,351,78.6,4828,9,1766,-340,4,0
2,9841,1413,572,71.4,1490,38,-98,-1384,5,0
1.75,23789,1425,1175,45.2,3005,29,446,-5874,1,0
1.7,25993,-189,-311,54.8,28813,35,1540,-785,2,0
1.86,18121,856,1154,41.9,17339,19,-2936,-5309,3,0
1,27900,-2539,-1053,45.2,17537,29,-9740,-6776,4,0
1.8,32918,-1035,-1268,58.1,693,60,-1431,-3258,5,0
1.88,23910,-1425,-1175,30.6,30984,18,-446,5874,1,1
2,21069,189,311,32.7,41565,25,-1540,785,2,1
5.4,45565,-856,-1154,55.1,10709,40,2936,5309,3,1
6.6,60563,2539,1053,67.3,59429,19,9740,6776,4,1
5.4,16580,1035,1268,55.1,7555,115,1431,3258,5,1
2,39932,-2962,-1992,44.4,13803,19,-4049,-3916,1,1
3,52759,-6,-894,47.6,81218,45,-553,3324,2,1
2.17,46482,125,1269,41.3,7222,42,-2221,867,3,1
2.8,52915,812,164,44.4,13934,40,2458,2281,4,1
2.7,29499,630,-246,42.9,11759,74,1944,549,5,1
2,68307,2962,1992,50,19076,32,4049,3916,1,0
2.77,96134,6,894,64.3,41886,64,553,-3324,2,0
2.6,42606,-125,-1269,46.4,22166,53,2221,-867,3,0
1.06,26914,-812,-164,33.9,15102,45,-2458,-2281,4,0
4.5,12260,-630,246,64.3,1449,86,-1944,-549,5,0
2.8,27632,-1154,-361,32.6,22803,13,-286,1047,1,1
2.62,28836,-895,-895,48.8,42423,20,2679,2560,2,1
12,19208,-12,908,27.9,11424,10,220,2798,3,1
2.64,42974,-2138,-1278,67.4,10346,32,-1958,2755,4,1
2.33,42135,170,308,65.1,10226,68,5966,6145,5,1
3,28486,1154,361,32.4,7205,18,286,-1047,1,0
1.42,30061,895,895,45.9,19564,24,-2679,-2560,2,0
1.33,27178,12,-908,32.4,10360,13,-220,-2798,3,0
2.11,28866,2138,1278,51.4,12003,20,1958,-2755,4,0
2,23933,-170,-308,48.6,1704,49,-5966,-6145,5,0
3.4,19833,1461,788,44.7,6844,4,2824,3741,1,1
3,19765,753,289,63.2,18492,21,747,753,2,1
4.25,23435,-2108,-1380,44.7,12511,35,-405,1076,3,1
8.33,43005,-634,202,65.8,20384,15,1831,2002,4,1
3.25,14480,121,-1095,68.4,7777,70,75,190,5,1
1.29,14640,-1461,-788,32.1,7927,13,-2824,-3741,1,0
1.57,15078,-753,-289,39.3,18335,10,-747,-753,2,0
2.5,25510,2108,1380,53.6,16946,20,405,-1076,3,0
1.9,29063,634,-202,67.9,11346,20,-1831,-2002,4,0
2,16483,-121,1095,57.1,1645,57,-75,-190,5,0
3,18297,-126,336,32.4,11437,16,-846,744,1,1
2.8,19694,-54,-798,37.8,54575,23,683,2736,2,1
2.4,30702,423,2,32.4,11498,17,4477,6173,3,1
3,37699,1305,93,64.9,13090,12,4299,2780,4,1
4.8,13933,-433,-200,64.9,6994,54,31,121,5,1
1.6,15631,126,-336,29.6,5005,6,846,-744,1,0
1.43,11964,54,798,37,5694,16,-683,-2736,2,0
1.14,19150,-423,-2,29.6,0,10,-4477,-6173,3,0
1.27,21978,-1305,-93,51.9,1961,18,-4299,-2780,4,0
2.14,18937,433,200,55.6,1708,28,-31,-121,5,0
2.57,18398,-963,-1387,43.9,7793,12,-4066,-4800,1,0
1.67,19602,-1764,-1041,36.6,10900,29,-4466,-3166,2,0
2.1,36328,1170,924,51.2,1825,17,1466,-1467,3,0
2.67,42010,640,607,58.5,12784,25,-1799,219,4,0
1.83,8693,197,606,53.7,187,81,-728,-1088,5,0
5,21132,963,1387,21.3,15617,23,4066,4800,1,1
4.62,41490,1764,1041,78.7,58457,22,4466,3166,2,1
2.71,19105,-1170,-924,40.4,10227,21,-1466,1467,3,1
2,34423,-640,-607,51.1,18708,17,1799,-219,4,1
2.33,21382,-197,-606,59.6,5588,74,728,1088,5,1
1.44,29571,1990,1824,29.5,13618,15,2489,559,1,1
7.5,50291,907,308,68.2,43566,32,3707,2447,2,1
3.83,26782,1066,560,52.3,11269,20,2984,1945,3,1
2.43,18861,-25,344,38.6,8512,18,-103,-1059,4,1
3.5,9122,-16,668,47.7,1828,69,-706,-919,5,1
2,18106,-1990,-1824,43.8,1655,9,-2489,-559,1,0
2.5,35075,-907,-308,62.5,23312,18,-3707,-2447,2,0
1.22,22491,-1066,-560,34.4,2268,25,-2984,-1945,3,0
2.12,22533,25,-344,53.1,4444,11,103,1059,4,0
1.5,14382,16,-668,56.2,3049,60,706,919,5,0
1,14127,2577,1136,71.4,5225,14,1471,-2373,1,0
0.11,7828,-868,-1770,14.3,0,22,-5300,-6653,2,0
0.17,9181,-1628,-305,14.3,6849,10,-2243,-2637,3,0
0.29,16526,-2254,-1234,28.6,1586,19,-8034,-5720,4,0
0.75,7906,220,-477,42.9,1852,49,-472,-2379,5,0
2.67,13635,-2577,-1136,25.8,8217,9,-1471,2373,1,1
3.67,11091,868,1770,35.5,80715,14,5300,6653,2,1
12,21075,1628,305,38.7,15869,15,2243,2637,3,1
23,35214,2254,1234,74.2,27695,8,8034,5720,4,1
18,8085,-220,477,58.1,3097,63,472,2379,5,1
0.5,15253,-2709,-2018,17.9,1099,8,-4296,-3906,1,0
0.67,11235,-1869,-1143,21.4,0,16,-5133,-5864,2,0
1.7,22597,903,197,60.7,1313,10,3134,237,3,0
1.83,15264,-655,44,39.3,4905,10,-1296,1195,4,0
1,10724,-2311,-1491,35.7,173,50,-4582,-5000,5,0
6,20147,2709,2018,40,13630,13,4296,3906,1,1
4,10619,1869,1143,35.6,51998,22,5133,5864,2,1
1.4,22568,-903,-197,31.1,3534,15,-3134,-237,3,1
4.75,23776,655,-44,42.2,33202,16,1296,-1195,4,1
3.43,32457,2311,1491,53.3,6156,36,4582,5000,5,1
17,18687,1005,961,63,6382,11,1812,711,1,0
2.22,22791,-10,243,74.1,28811,8,2479,-55,2,0
1.44,17052,-1289,-1099,48.1,2310,15,-2027,-3113,3,0
1,9356,-1337,211,14.8,7053,6,-6297,-2231,4,0
1.7,16904,417,220,63,1709,66,-139,-3735,5,0
0.43,9868,-1005,-961,9.1,15262,23,-1812,-711,1,1
2.88,27441,10,-243,69.7,23766,36,-2479,55,2,1
3,23668,1289,1099,54.5,4211,18,2027,3113,3,1
5.5,39496,1337,-211,66.7,20280,19,6297,2231,4,1
12.5,7385,-417,-220,75.8,6164,57,139,3735,5,1
2.5,23441,772,1951,26.3,5521,13,2587,3925,1,1
7,21342,201,1277,36.8,50522,20,3517,6846,2,1
3.5,35315,3093,2630,55.3,6802,15,4464,5419,3,1
4.67,28032,657,461,36.8,10215,14,4176,4224,4,1
2.14,11226,218,-239,39.5,6279,57,2542,1238,5,1
3.25,13339,-772,-1951,59.1,2322,9,-2587,-3925,1,0
1.22,9155,-201,-1277,50,14611,12,-3517,-6846,2,0
0.73,16389,-3093,-2630,36.4,0,7,-4464,-5419,3,0
1.75,26054,-657,-461,63.6,3104,21,-4176,-4224,4,0
2.83,8851,-218,239,77.3,2384,38,-2542,-1238,5,0
8,26925,2712,1937,57.1,32659,21,5615,4139,1,1
4,19110,542,-929,57.1,50780,21,1793,2144,2,1
2.67,26381,25,551,57.1,11428,22,237,1322,3,1
4.25,24893,1223,78,60.7,10536,14,1807,1116,4,1
3.2,6760,87,555,57.1,2058,56,399,2066,5,1
2,17082,-2712,-1937,38.1,1614,10,-5615,-4139,1,0
1.86,15547,-542,929,61.9,5708,23,-1793,-2144,2,0
2.6,22528,-25,-551,61.9,2896,5,-237,-1322,3,0
3.33,16108,-1223,-78,47.6,1332,18,-1807,-1116,4,0
1.22,18849,-87,-555,52.4,1198,54,-399,-2066,5,0
2.43,33877,219,598,40.5,6020,32,-939,-501,1,1
8.33,29765,-124,694,59.5,44628,28,2013,2281,2,1
7,45556,1163,1615,66.7,10295,38,7787,7786,3,1
2.5,29872,-616,-733,47.6,27926,11,-2850,-2558,4,1
4.17,14500,-896,-239,59.5,4043,70,-787,1008,5,1
0.88,26782,-219,-598,25,13385,20,939,501,1,0
1.88,18933,124,-694,53.6,32218,24,-2013,-2281,2,0
0.8,17334,-1163,-1615,28.6,5623,8,-7787,-7786,3,0
4,60028,616,733,71.4,4346,24,2850,2558,4,0
0.91,18259,896,239,35.7,1808,84,787,-1008,5,0
16,16499,-1246,522,61.5,11466,13,-1249,1564,1,1
7,20289,-1060,-1249,53.8,25454,19,654,2885,2,1
2.17,26025,682,1378,50,14074,20,2511,1669,3,1
2,23764,-636,-721,46.2,23794,26,1910,2806,4,1
3,9530,-483,463,57.7,4947,50,743,2622,5,1
1.57,30206,1246,-522,57.9,9559,15,1249,-1564,1,0
2.33,11236,1060,1249,36.8,51967,18,-654,-2885,2,0
1.8,19831,-682,-1378,47.4,1148,13,-2511,-1669,3,0
2,17407,636,721,42.1,6286,17,-1910,-2806,4,0
1.29,10509,483,-463,47.4,759,44,-743,-2622,5,0
7,8771,2695,2065,41.2,10509,7,2520,1432,1,1
8,8196,3384,4048,47.1,8155,5,3573,4433,2,1
9,10344,2815,1284,52.9,7524,5,2815,1198,3,1
1,5798,-1550,-973,11.8,0,6,-1481,-902,4,1
1.67,9007,362,760,29.4,755,19,440,1154,5,1
0.75,4964,-2695,-2065,42.9,374,3,-2520,-1432,1,0
0.17,3756,-3384,-4048,14.3,2167,8,-3573,-4433,2,0
0,6890,-2815,-1284,0,821,4,-2815,-1198,3,0
3,10725,1550,973,85.7,234,2,1481,902,4,0
4,4319,-362,-760,57.1,769,28,-440,-1154,5,0
4,6393,-1302,-685,26.7,9457,10,-2072,-2211,1,1
15,15986,806,-341,50,79024,29,673,839,2,1
9,39201,702,1766,60,9321,16,1538,5832,3,1
1.67,24061,1348,-34,50,9019,10,3576,4232,4,1
3.2,17795,84,1286,53.3,6656,59,2586,3396,5,1
1.5,31063,1302,685,47.4,4656,8,2072,2211,1,0
2,29521,-806,341,52.6,19129,14,-673,-839,2,0
1,40207,-702,-1766,31.6,6007,16,-1538,-5832,3,0
0.71,6987,-1348,34,26.3,951,8,-3576,-4232,4,0
1,10937,-84,-1286,31.6,2885,44,-2586,-3396,5,0
4,25366,-1061,-1176,47.1,3350,12,-2751,-579,1,1
3.8,57008,-930,-1779,55.9,39228,33,-515,4338,2,1
2.67,79207,-538,-1591,70.6,11157,12,6269,2773,3,1
7,66517,564,688,41.2,22811,15,3038,2422,4,1
4.6,21399,404,431,67.6,4531,104,1544,3892,5,1
1,54568,1061,1176,24,18608,14,2751,579,1,0
1.9,42284,930,1779,76,69600,49,515,-4338,2,0
1.89,57660,538,1591,68,5535,23,-6269,-2773,3,0
2.67,36820,-564,-688,32,22462,31,-3038,-2422,4,0
2,13372,-404,-431,48,1974,107,-1544,-3892,5,0
1.83,20724,1665,1185,57.9,16029,8,-112,-1313,1,0
1.2,6843,565,886,63.2,3439,25,-2442,-3016,2,0
1.83,20096,351,757,57.9,5826,4,-2690,-2689,3,0
1.17,13843,-1690,-797,36.8,2813,12,-1551,-2742,4,0
0.83,13536,-1117,-893,52.6,968,55,-1261,-2729,5,0
9.5,10257,-1665,-1185,47.5,17830,10,112,1313,1,1
1.88,16321,-565,-886,37.5,37534,23,2442,3016,2,1
6.5,36018,-351,-757,65,2537,8,2690,2689,3,1
9.5,24397,1690,797,47.5,24699,11,1551,2742,4,1
6.67,7792,1117,893,50,4690,41,1261,2729,5,1
4,28452,1437,1247,51.6,21820,19,7010,6767,1,1
3.8,16287,627,294,61.3,43733,33,2987,3337,2,1
4,18321,-521,-736,51.6,10626,8,-977,375,3,1
4.67,15384,417,-143,45.2,15403,11,1134,1204,4,1
1.67,5614,-61,638,32.3,1304,61,516,2197,5,1
2.4,9292,-1437,-1247,54.5,2078,13,-7010,-6767,1,0
1.75,14313,-627,-294,63.6,23203,14,-2987,-3337,2,0
1.71,27384,521,736,54.5,2066,19,977,-375,3,0
2.25,13161,-417,143,40.9,6260,24,-1134,-1204,4,0
1.14,11040,61,-638,36.4,1127,57,-516,-2197,5,0
0.17,28146,369,260,7.1,7385,12,-2354,-5903,1,0
2,24203,1073,-3,50,13499,24,-4472,-6921,2,0
2.5,38781,2464,1607,53.6,6347,16,3197,-110,3,0
1,18815,-795,755,35.7,8156,12,-5915,-5243,4,0
1.62,30959,935,-190,46.4,9736,65,-653,-5064,5,0
9.5,15710,-369,-260,44.2,7316,17,2354,5903,1,1
8.33,27106,-1073,3,58.1,65627,23,4472,6921,2,1
1.89,22784,-2464,-1607,39.5,13441,10,-3197,110,3,1
2.33,27970,795,-755,48.8,18571,19,5915,5243,4,1
5.2,23278,-935,190,60.5,7680,76,653,5064,5,1
1.62,18201,-1779,-241,46.4,11895,8,-3337,-5730,1,0
1.54,36510,-380,-1207,71.4,12715,30,-3897,-4041,2,0
1.56,33923,946,45,50,5621,17,-843,-4535,3,0
0.8,25271,-2351,-1956,42.9,12909,17,-3571,-2678,4,0
1.15,28994,-1788,-396,53.6,7538,74,-5409,-3440,5,0
4.8,44142,1779,241,41.4,22256,28,3337,5730,1,1
4,21072,380,1207,34.5,43861,31,3897,4041,2,1
4.83,41596,-946,-45,50,7434,36,843,4535,3,1
8.25,37339,2351,1956,56.9,18588,18,3571,2678,4,1
4.62,42390,1788,396,63.8,31041,96,5409,3440,5,1
3.25,15934,-2463,-741,40.6,5747,11,-5953,-2287,1,1
3.25,14444,-329,477,40.6,21625,42,-631,1467,2,1
4,53026,2000,1797,75,15730,17,6967,5563,3,1
4.33,14120,1303,-424,40.6,21735,24,2011,-1560,4,1
3.75,15164,49,440,46.9,6987,71,1476,3642,5,1
1.75,32897,2463,741,35,23751,36,5953,2287,1,0
3.75,28581,329,-477,75,16220,28,631,-1467,2,0
0.73,24429,-2000,-1797,40,6713,20,-6967,-5563,3,0
3,27843,-1303,424,60,23680,35,-2011,1560,4,0
1,11888,-49,-440,45,2871,62,-1476,-3642,5,0
7,10700,-50,-1372,42.9,8521,12,799,-813,1,1
15.5,35096,1700,1876,63.3,60261,17,5997,7347,2,1
10,35968,1024,2068,40.8,13598,12,713,1621,3,1
4.43,24205,1226,550,63.3,13460,30,1508,2383,4,1
3.38,29901,1598,768,55.1,5996,48,3891,2756,5,1
0.38,19515,50,1372,13.6,3164,4,-799,813,1,0
1.44,13898,-1700,-1876,59.1,7743,19,-5997,-7347,2,0
1,22999,-1024,-2068,50,3116,15,-713,-1621,3,0
1.1,16494,-1226,-550,50,8828,11,-1508,-2383,4,0
1.18,8053,-1598,-768,59.1,996,39,-3891,-2756,5,0
5.67,11094,-1739,-1091,53.1,7138,12,-911,803,1,1
3.2,12297,204,-723,50,26399,14,-573,1873,2,1
6.67,35308,456,1139,62.5,4614,7,3899,4862,3,1
4,25809,2207,380,37.5,20812,11,5721,2643,4,1
16,10240,315,1140,50,2984,41,1219,2402,5,1
2.5,19299,1739,1091,66.7,10672,18,911,-803,1,0
1.5,16632,-204,723,80,19741,17,573,-1873,2,0
1.43,18101,-456,-1139,66.7,7301,8,-3899,-4862,3,0
0.2,5763,-2207,-380,6.7,3263,7,-5721,-2643,4,0
1,13539,-315,-1140,53.3,0,42,-1219,-2402,5,0
1.83,18027,466,824,52.4,9354,11,2153,3911,1,1
2,9782,-256,177,38.1,38384,23,387,1825,2,1
2.2,23474,-2114,-1331,52.4,17933,14,-2498,669,3,1
4.25,41384,659,-388,81,42925,12,7506,5637,4,1
5.5,3561,-95,203,52.4,12142,70,1788,3498,5,1
3.25,13604,-466,-824,61.9,592,9,-2153,-3911,1,0
2.17,20738,256,-177,61.9,18224,18,-387,-1825,2,0
2.25,24720,2114,1331,42.9,19523,23,2498,-669,3,0
2.2,11644,-659,388,52.4,3631,17,-7506,-5637,4,0
4,19057,95,-203,38.1,4515,63,-1788,-3498,5,0
0.5,15057,2242,1178,20,10720,10,2580,-119,1,0
0.75,3855,-666,-1052,30,7812,17,-4119,-3762,2,0
0.5,8529,-137,56,20,1882,12,-3521,-2814,3,0
2.5,17269,1916,1035,100,7757,13,1400,-961,4,0
1.29,6453,-1358,-816,90,7234,50,-2682,-4117,5,0
12,6257,-2242,-1178,52.2,3210,6,-2580,119,1,1
8,15395,666,1052,69.6,24271,12,4119,3762,2,1
16,24613,137,-56,69.6,2058,7,3521,2814,3,1
1.83,13935,-1916,-1035,47.8,11908,18,-1400,961,4,1
5,12097,1358,816,43.5,17538,33,2682,4117,5,1
0.1,18825,-1939,-1296,5.9,10466,12,-6039,-2864,1,0
1.38,24302,-849,-209,64.7,29253,29,-1316,-5192,2,0
0.67,12288,-153,-984,23.5,5229,6,-1512,-3085,3,0
1.17,16650,-839,-1550,41.2,6484,16,-2270,-1507,4,0
1.29,10004,117,559,52.9,3521,17,-932,-962,5,0
10,21321,1939,1296,27,26355,15,6039,2864,1,1
11,41186,849,209,59.5,42685,9,1316,5192,2,1
3.67,33218,153,984,29.7,6591,19,1512,3085,3,1
5.33,22259,839,1550,43.2,10721,12,2270,1507,4,1
2.12,22352,-117,-559,45.9,5895,65,932,962,5,1
4.25,24737,2253,764,48.6,13521,13,3846,1600,1,0
1.9,25212,-439,-439,54.3,20873,22,-4189,-2069,2,0
1.56,24935,-864,-119,40,5130,11,-3491,-3660,3,0
1.8,20647,-1644,-1463,51.4,12672,12,-280,-3303,4,0
2.5,17765,124,-374,57.1,3891,72,-2599,-1497,5,0
2.38,17102,-2253,-764,46.3,9030,12,-3846,-1600,1,1
2.88,28896,439,439,56.1,42679,17,4189,2069,2,1
3.8,30000,864,119,46.3,12119,12,3491,3660,3,1
4.6,28734,1644,1463,56.1,24380,18,280,3303,4,1
2.56,27532,-124,374,56.1,9629,79,2599,1497,5,1
1.5,9880,-901,-567,37.5,1215,10,-3436,-4829,1,0
3.67,18446,91,-939,45.8,11896,11,-2899,-4798,2,0
2.6,21864,581,852,54.2,602,26,613,-3285,3,0
1.11,15364,-533,4,41.7,2338,10,-4377,-2468,4,0
0.8,13706,43,37,33.3,5777,37,-210,-1419,5,0
3,32278,901,567,45.5,23575,13,3436,4829,1,1
6,29904,-91,939,54.5,50222,22,2899,4798,2,1
2.33,19517,-581,-852,21.2,16983,20,-613,3285,3,1
2.67,37430,533,-4,48.5,7329,10,4377,2468,4,1
2.71,14623,-43,-37,57.6,3030,51,210,1419,5,1
1.62,47177,611,-222,65,21653,22,870,-3914,1,0
1.17,44951,-252,-441,70,45167,34,839,-1582,2,0
1,28750,-1086,-1189,40,4693,26,-8846,-5566,3,0
0.91,43781,-851,-480,50,7688,28,-4907,-3518,4,0
1.57,33133,224,-51,55,8255,54,-1265,-4666,5,0
8,30104,-611,222,52.2,4422,19,-870,3914,1,1
3.29,52618,252,441,50,38027,27,-839,1582,2,1
12,67015,1086,1189,78.3,17460,25,8846,5566,3,1
4,28957,851,480,43.5,37909,20,4907,3518,4,1
18,9684,-224,51,78.3,3224,84,1265,4666,5,1
0.71,13738,-267,404,16.1,7853,15,-2261,-1751,1,0
2.71,29662,-431,-544,61.3,9519,34,-5019,-6345,2,0
1.25,35785,-1099,-1079,48.4,1217,11,-2231,-1352,3,0
1.18,24645,-2170,-2640,41.9,1989,18,-544,-2508,4,0
4,27788,47,-70,64.5,4078,66,2862,3741,5,0
2.6,21239,267,-404,31,8418,14,2261,1751,1,1
8.33,42798,431,544,59.5,57801,23,5019,6345,2,1
1.71,22473,1099,1079,28.6,36813,23,2231,1352,3,1
1.73,33613,2170,2640,45.2,18681,16,544,2508,4,1
3.2,31961,-47,70,38.1,12747,83,-2862,-3741,5,1
1.33,19435,1326,912,32,2126,16,223,-3030,1,0
1.1,20636,-210,-1175,44,22561,21,-1776,-6143,2,0
0.88,23677,-971,-989,28,7305,17,-3387,-5521,3,0
2.67,26939,2463,1128,64,1445,2,1555,-48,4,0
1.25,43043,-69,333,60,1145,76,-983,-1395,5,0
2,16173,-1326,-912,14.3,27204,15,-223,3030,1,1
4.6,25736,210,1175,54.8,47662,67,1776,6143,2,1
8,55213,971,989,76.2,15217,17,3387,5521,3,1
3.33,17023,-2463,-1128,47.6,18759,18,-1555,48,4,1
2.71,13772,69,-333,45.2,7730,70,983,1395,5,1
3.75,31160,843,728,38.5,16349,20,-809,-3352,1,0
4.2,39252,760,1678,53.8,67732,35,-1929,-185,2,0
2.14,22411,-150,-463,38.5,23445,3,-6420,-4295,3,0
2.09,37645,1955,306,59,14944,38,-511,-5172,4,0
2.78,9053,-428,820,64.1,5102,92,-850,114,5,0
2.83,23601,-843,-728,47.2,5351,8,809,3352,1,1
1.91,44624,-760,-1678,58.3,37768,34,1929,185,2,1
2.67,57029,150,463,44.4,14343,26,6420,4295,3,1
5.8,47209,-1955,-306,80.6,10948,21,511,5172,4,1
1.82,17919,428,-820,55.6,4702,85,850,-114,5,1
4.6,28416,-1919,-1287,57.5,5528,18,-3388,-1080,1,1
3.71,51130,1024,733,65,22842,28,3241,2262,2,1
3.6,37583,556,546,45,12527,16,1705,3276,3,1
5.17,46595,-201,-375,77.5,12700,8,2854,687,4,1
5.33,11376,312,-24,80,3903,82,588,2500,5,1
1.5,38441,1919,1287,41.4,21644,35,3388,1080,1,0
1.2,17999,-1024,-733,41.4,30621,20,-3241,-2262,2,0
1.78,26960,-556,-546,55.2,5065,31,-1705,-3276,3,0
3.8,35040,201,375,65.5,20560,30,-2854,-687,4,0
2,7151,-312,24,55.2,7608,52,-588,-2500,5,0
0.56,11032,-3738,-2240,18.5,3633,14,-7287,-8038,1,0
1.8,24537,-238,-533,66.7,8695,41,-2735,-8232,2,0
2,16653,719,864,51.9,1924,11,1262,-1166,3,0
1.8,27686,1522,243,33.3,2286,15,2720,1779,4,0
4,11956,-411,-545,44.4,1017,74,-3295,-1621,5,0
1.57,24995,3738,2240,32.4,17865,10,7287,8038,1,1
4,34601,238,533,58.8,71575,26,2735,8232,2,1
1.5,16781,-719,-864,35.3,6780,14,-1262,1166,3,1
1.5,11217,-1522,-243,17.6,926,21,-2720,-1779,4,1
3,20637,411,545,26.5,2850,77,3295,1621,5,1
3.5,71224,342,-511,52.5,14795,23,2271,1944,1,1
2.71,36506,-1056,701,47.5,70590,24,3047,6487,2,1
1.25,20024,-1206,-1531,25,5729,13,-2335,932,3,1
2.22,50901,713,-593,50,20214,16,2947,1316,4,1
6,37426,272,291,60,4622,77,2698,4769,5,1
3.5,33594,-342,511,41.2,7270,20,-2271,-1944,1,0
1.42,29520,1056,-701,50,22181,21,-3047,-6487,2,0
2.12,47829,1206,1531,50,1977,22,2335,-932,3,0
3.33,44823,-713,593,58.8,9883,10,-2947,-1316,4,0
2,11110,-272,-291,58.8,1663,68,-2698,-4769,5,0
2.5,17209,3196,1630,66.7,7020,12,3635,-33,1,0
1.62,16950,-2240,-1549,86.7,20334,14,1239,-1334,2,0
1,10106,-2253,-393,46.7,0,14,-2692,-650,3,0
0.14,10554,-1523,-1213,13.3,3910,6,-4039,-3998,4,0
1.8,3796,-420,-1349,60,495,47,-790,-3167,5,0
2,9885,-3196,-1630,10.5,3923,15,-3635,33,1,1
7,13487,2240,1549,36.8,24372,20,-1239,1334,2,1
4.5,25946,2253,393,47.4,13244,8,2692,650,3,1
4.6,31416,1523,1213,60.5,6013,12,4039,3998,4,1
11,7814,420,1349,57.9,320,28,790,3167,5,1
2.12,51752,2273,1598,44.7,22287,33,1571,-952,1,0
2,31023,-105,-619,47.4,44356,31,1031,-1998,2,0
3,47855,-793,-627,55.3,11150,21,-2579,-1900,3,0
1.18,22910,-651,-639,34.2,4027,12,-4413,-1399,4,0
2.57,24770,66,508,47.4,10191,90,-733,-1369,5,0
1.3,24299,-2273,-1598,31,11526,22,-1571,952,1,1
1.75,36499,105,619,50,21765,36,-1031,1998,2,1
4.8,43536,793,627,57.1,16240,21,2579,1900,3,1
4.2,39911,651,639,50,29926,10,4413,1399,4,1
4.17,9142,-66,-508,59.5,5473,81,733,1369,5,1
3.17,29296,109,-351,52.8,10992,7,2559,2420,1,1
10,20781,-865,490,55.6,43930,29,1470,6974,2,1
8,22507,-787,-348,44.4,7899,17,-118,2573,3,1
4.4,46307,2084,514,61.1,29274,17,5095,5018,4,1
8.33,6330,464,240,69.4,7734,72,2361,3131,5,1
0.5,20889,-109,351,27.8,6276,22,-2559,-2420,1,0
2,17704,865,-490,55.6,12038,21,-1470,-6974,2,0
0.83,17813,787,348,27.8,11672,19,118,-2573,3,0
1.25,16354,-2084,-514,55.6,972,15,-5095,-5018,4,0
